ID	Pop.total	Pop.term	Study.total	Study.term	marg	name
GO:0000975	18063	80	26	1	0.0	"regulatory region DNA binding"
GO:0055082	18063	61	26	1	0.0	"cellular chemical homeostasis"
GO:0071774	18063	29	26	2	0.0	"response to fibroblast growth factor stimulus"
GO:0006766	18063	29	26	3	0.0	"vitamin metabolic process"
GO:0010558	18063	99	26	2	0.0	"negative regulation of macromolecule biosynthetic process"
GO:0010557	18063	120	26	1	0.0	"positive regulation of macromolecule biosynthetic process"
GO:0010556	18063	1273	26	6	0.0	"regulation of macromolecule biosynthetic process"
GO:0060271	18063	68	26	2	0.0	"cilium morphogenesis"
GO:0048795	18063	4	26	1	6.7000067000067E-5	"swim bladder morphogenesis"
GO:0048794	18063	11	26	1	0.0	"swim bladder development"
GO:0048793	18063	59	26	1	0.0	"pronephros development"
GO:0003294	18063	2	26	1	2.65000265000265E-4	"atrial ventricular junction remodeling"
GO:0005488	18063	8320	26	12	0.0	"binding"
GO:0016265	18063	236	26	1	0.0	"death"
GO:0071495	18063	123	26	3	0.0	"cellular response to endogenous stimulus"
GO:0009791	18063	9	26	1	3.8000038000038E-5	"post-embryonic development"
GO:0009790	18063	757	26	14	0.0	"embryo development"
GO:0060284	18063	81	26	3	0.0	"regulation of cell development"
GO:0016539	18063	5	26	1	4.000004000004E-6	"intein-mediated protein splicing"
GO:0090304	18063	1906	26	6	0.0	"nucleic acid metabolic process"
GO:0048771	18063	9	26	1	6.3000063000063E-5	"tissue remodeling"
GO:0046631	18063	1	26	1	7.64000764000764E-4	"alpha-beta T cell activation"
GO:0046632	18063	1	26	1	0.001085001085001085	"alpha-beta T cell differentiation"
GO:0048812	18063	160	26	3	0.0	"neuron projection morphogenesis"
GO:0003303	18063	13	26	1	0.0	"BMP signaling pathway involved in heart jogging"
GO:0060255	18063	1533	26	7	0.0	"regulation of macromolecule metabolic process"
GO:0060249	18063	20	26	1	0.0	"anatomical structure homeostasis"
GO:0009755	18063	84	26	1	0.0	"hormone-mediated signaling pathway"
GO:0046649	18063	30	26	1	0.0	"lymphocyte activation"
GO:0046651	18063	5	26	1	1.3000013000013E-5	"lymphocyte proliferation"
GO:0048858	18063	223	26	5	0.0	"cell projection morphogenesis"
GO:0048856	18063	1976	26	26	0.0	"anatomical structure development"
GO:0016331	18063	40	26	1	0.0	"morphogenesis of embryonic epithelium"
GO:0007601	18063	76	26	2	0.0	"visual perception"
GO:0016337	18063	150	26	2	0.0	"cell-cell adhesion"
GO:0007600	18063	228	26	2	0.0	"sensory perception"
GO:0016604	18063	22	26	1	0.0	"nuclear body"
GO:0009855	18063	163	26	6	0.0	"determination of bilateral symmetry"
GO:0048839	18063	151	26	3	0.0	"inner ear development"
GO:0031519	18063	17	26	1	0.0	"PcG protein complex"
GO:0001067	18063	80	26	1	0.0	"regulatory region nucleic acid binding"
GO:0060170	18063	6	26	1	0.0	"cilium membrane"
GO:0016616	18063	87	26	1	0.0	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0060173	18063	10	26	3	0.0	"limb development"
GO:0001071	18063	731	26	5	0.0	"nucleic acid binding transcription factor activity"
GO:0060174	18063	2	26	2	8.17000817000817E-4	"limb bud formation"
GO:0016620	18063	21	26	1	0.0	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GO:0048881	18063	35	26	1	0.0	"mechanosensory lateral line system development"
GO:0048880	18063	54	26	1	0.0	"sensory system development"
GO:0009792	18063	213	26	4	0.0	"embryo development ending in birth or egg hatching"
GO:0048882	18063	42	26	1	0.0	"lateral line development"
GO:0009798	18063	51	26	2	0.0	"axis specification"
GO:0048885	18063	2	26	1	2.49000249000249E-4	"neuromast deposition"
GO:0016614	18063	91	26	1	0.0	"oxidoreductase activity, acting on CH-OH group of donors"
GO:0048884	18063	27	26	1	0.0	"neuromast development"
GO:0009799	18063	163	26	6	0.0	"specification of symmetry"
GO:0048872	18063	46	26	1	0.0	"homeostasis of number of cells"
GO:0048873	18063	2	26	1	4.45000445000445E-4	"homeostasis of number of cells within a tissue"
GO:0090287	18063	9	26	1	0.0	"regulation of cellular response to growth factor stimulus"
GO:0048878	18063	99	26	1	0.0	"chemical homeostasis"
GO:0048869	18063	886	26	14	0.0	"cellular developmental process"
GO:0048870	18063	221	26	2	0.0	"cell motility"
GO:0048871	18063	12	26	1	0.0	"multicellular organismal homeostasis"
GO:0009893	18063	186	26	2	0.0	"positive regulation of metabolic process"
GO:0009892	18063	243	26	2	0.0	"negative regulation of metabolic process"
GO:0048663	18063	25	26	1	0.0	"neuron fate commitment"
GO:0005623	18063	6809	26	13	0.0	"cell"
GO:0005622	18063	6064	26	12	0.0	"intracellular"
GO:0009889	18063	1304	26	6	0.0	"regulation of biosynthetic process"
GO:0009888	18063	667	26	16	0.0	"tissue development"
GO:0009891	18063	130	26	1	0.0	"positive regulation of biosynthetic process"
GO:0009890	18063	107	26	2	0.0	"negative regulation of biosynthetic process"
GO:0007521	18063	1	26	1	0.001025001025001025	"muscle cell fate determination"
GO:0048666	18063	223	26	3	0.0	"neuron development"
GO:0048667	18063	160	26	3	0.0	"cell morphogenesis involved in neuron differentiation"
GO:0003154	18063	13	26	1	0.0	"BMP signaling pathway involved in determination of left/right symmetry"
GO:0005604	18063	10	26	1	0.0	"basement membrane"
GO:0048646	18063	485	26	9	0.0	"anatomical structure formation involved in morphogenesis"
GO:0005605	18063	6	26	1	0.0	"basal lamina"
GO:0048645	18063	11	26	1	0.0	"organ formation"
GO:0005606	18063	5	26	1	0.0	"laminin-1 complex"
GO:0051604	18063	15	26	1	0.0	"protein maturation"
GO:0040036	18063	21	26	2	0.0	"regulation of fibroblast growth factor receptor signaling pathway"
GO:0003146	18063	26	26	1	0.0	"heart jogging"
GO:0003143	18063	81	26	3	0.0	"embryonic heart tube morphogenesis"
GO:0005615	18063	133	26	1	0.0	"extracellular space"
GO:2001141	18063	1210	26	6	0.0	"regulation of RNA biosynthetic process"
GO:0007498	18063	78	26	2	0.0	"mesoderm development"
GO:0007495	18063	1	26	1	0.001699001699001699	"visceral mesoderm-endoderm interaction involved in midgut development"
GO:0007494	18063	1	26	1	0.001118001118001118	"midgut development"
GO:0003190	18063	3	26	1	1.74000174000174E-4	"atrioventricular valve formation"
GO:0048701	18063	42	26	2	0.0	"embryonic cranial skeleton morphogenesis"
GO:0048702	18063	6	26	2	3.1000031000031E-5	"embryonic neurocranium morphogenesis"
GO:0007492	18063	52	26	1	0.0	"endoderm development"
GO:0003188	18063	3	26	1	1.48000148000148E-4	"heart valve formation"
GO:0048703	18063	23	26	1	0.0	"embryonic viscerocranium morphogenesis"
GO:0048699	18063	337	26	5	0.0	"generation of neurons"
GO:0005575	18063	13899	26	14	0.0	"cellular_component"
GO:0007519	18063	59	26	1	0.0	"skeletal muscle tissue development"
GO:0040007	18063	220	26	4	0.0	"growth"
GO:0003181	18063	4	26	1	8.2000082000082E-5	"atrioventricular valve morphogenesis"
GO:0007517	18063	108	26	2	0.0	"muscle organ development"
GO:0003179	18063	4	26	1	1.37000137000137E-4	"heart valve morphogenesis"
GO:0048675	18063	43	26	2	0.0	"axon extension"
GO:0040013	18063	10	26	1	0.0	"negative regulation of locomotion"
GO:0009886	18063	4	26	1	4.000004000004E-6	"post-embryonic morphogenesis"
GO:0009887	18063	439	26	11	0.0	"organ morphogenesis"
GO:0040012	18063	39	26	2	0.0	"regulation of locomotion"
GO:0051640	18063	43	26	3	0.0	"organelle localization"
GO:0005578	18063	154	26	1	0.0	"proteinaceous extracellular matrix"
GO:0003170	18063	7	26	1	4.5000045000045E-5	"heart valve development"
GO:0007507	18063	249	26	5	0.0	"heart development"
GO:0051641	18063	365	26	4	0.0	"cellular localization"
GO:0040008	18063	63	26	2	0.0	"regulation of growth"
GO:0003171	18063	6	26	1	0.0	"atrioventricular valve development"
GO:0009880	18063	47	26	1	0.0	"embryonic pattern specification"
GO:0040011	18063	281	26	5	0.0	"locomotion"
GO:0005576	18063	650	26	2	0.0	"extracellular region"
GO:0009953	18063	115	26	3	0.0	"dorsal/ventral pattern formation"
GO:0060323	18063	7	26	1	3.9000039000039E-5	"head morphogenesis"
GO:0060322	18063	10	26	1	0.0	"head development"
GO:0009952	18063	167	26	4	0.0	"anterior/posterior pattern specification"
GO:0051650	18063	20	26	3	0.0	"establishment of vesicle localization"
GO:0051649	18063	322	26	4	0.0	"establishment of localization in cell"
GO:0051648	18063	23	26	3	0.0	"vesicle localization"
GO:0016202	18063	8	26	1	0.0	"regulation of striated muscle tissue development"
GO:0060325	18063	5	26	1	5.8000058000058E-5	"face morphogenesis"
GO:0060324	18063	6	26	1	0.0	"face development"
GO:0016192	18063	242	26	1	0.0	"vesicle-mediated transport"
GO:0042995	18063	116	26	1	0.0	"cell projection"
GO:0048731	18063	1604	26	18	0.0	"system development"
GO:0048729	18063	311	26	8	0.0	"tissue morphogenesis"
GO:0051656	18063	38	26	3	0.0	"establishment of organelle localization"
GO:0009967	18063	60	26	2	0.0	"positive regulation of signal transduction"
GO:0048732	18063	42	26	2	0.0	"gland development"
GO:0009966	18063	483	26	5	0.0	"regulation of signal transduction"
GO:0048706	18063	48	26	2	0.0	"embryonic skeletal system development"
GO:0048705	18063	55	26	3	0.0	"skeletal system morphogenesis"
GO:0048704	18063	46	26	2	0.0	"embryonic skeletal system morphogenesis"
GO:0048709	18063	15	26	2	0.0	"oligodendrocyte differentiation"
GO:0048708	18063	1	26	1	6.11000611000611E-4	"astrocyte differentiation"
GO:0051674	18063	221	26	2	0.0	"localization of cell"
GO:0060350	18063	7	26	1	5.000005000005E-5	"endochondral bone morphogenesis"
GO:0016477	18063	209	26	2	0.0	"cell migration"
GO:0060351	18063	7	26	1	0.0	"cartilage development involved in endochondral bone morphogenesis"
GO:0042981	18063	152	26	1	0.0	"regulation of apoptotic process"
GO:0060348	18063	11	26	1	0.0	"bone development"
GO:0060349	18063	9	26	1	0.0	"bone morphogenesis"
GO:0048752	18063	18	26	1	0.0	"semicircular canal morphogenesis"
GO:0048754	18063	34	26	1	0.0	"branching morphogenesis of a tube"
GO:0005525	18063	472	26	1	0.0	"GTP binding"
GO:0016485	18063	15	26	1	0.0	"protein processing"
GO:0016491	18063	711	26	2	0.0	"oxidoreductase activity"
GO:0048762	18063	80	26	2	0.0	"mesenchymal cell differentiation"
GO:0071599	18063	41	26	1	0.0	"otic vesicle development"
GO:0038023	18063	916	26	1	0.0	"signaling receptor activity"
GO:0048736	18063	116	26	26	0.0	"appendage development"
GO:0048738	18063	44	26	1	0.0	"cardiac muscle tissue development"
GO:0071600	18063	34	26	1	0.0	"otic vesicle morphogenesis"
GO:0048741	18063	28	26	1	0.0	"skeletal muscle fiber development"
GO:0005515	18063	1506	26	5	0.0	"protein binding"
GO:0007440	18063	6	26	1	0.0	"foregut morphogenesis"
GO:0048747	18063	38	26	2	0.0	"muscle fiber development"
GO:0009948	18063	21	26	1	0.0	"anterior/posterior axis specification"
GO:0016023	18063	95	26	1	0.0	"cytoplasmic membrane-bounded vesicle"
GO:0016020	18063	4045	26	6	0.0	"membrane"
GO:0007411	18063	80	26	3	0.0	"axon guidance"
GO:0007409	18063	155	26	3	0.0	"axonogenesis"
GO:0060027	18063	65	26	1	0.0	"convergent extension involved in gastrulation"
GO:0060026	18063	103	26	1	0.0	"convergent extension"
GO:0031326	18063	1299	26	6	0.0	"regulation of cellular biosynthetic process"
GO:0007423	18063	386	26	6	0.0	"sensory organ development"
GO:0007422	18063	44	26	2	0.0	"peripheral nervous system development"
GO:0031327	18063	106	26	2	0.0	"negative regulation of cellular biosynthetic process"
GO:0031324	18063	145	26	2	0.0	"negative regulation of cellular metabolic process"
GO:0031325	18063	175	26	1	0.0	"positive regulation of cellular metabolic process"
GO:0007420	18063	280	26	3	0.0	"brain development"
GO:0046872	18063	3167	26	5	0.0	"metal ion binding"
GO:0051216	18063	114	26	10	0.0	"cartilage development"
GO:0031323	18063	1568	26	6	0.0	"regulation of cellular metabolic process"
GO:0016787	18063	1953	26	1	0.0	"hydrolase activity"
GO:0007418	18063	12	26	1	0.0	"ventral midline development"
GO:0007417	18063	344	26	6	0.0	"central nervous system development"
GO:0010033	18063	242	26	4	0.0	"response to organic substance"
GO:0060019	18063	5	26	1	0.0	"radial glial cell differentiation"
GO:0007399	18063	625	26	10	0.0	"nervous system development"
GO:0031300	18063	89	26	2	0.0	"intrinsic to organelle membrane"
GO:0007405	18063	9	26	1	0.0	"neuroblast proliferation"
GO:0042552	18063	9	26	1	0.0	"myelination"
GO:0036094	18063	2540	26	2	0.0	"small molecule binding"
GO:0016055	18063	143	26	3	0.0	"Wnt receptor signaling pathway"
GO:0031344	18063	24	26	2	0.0	"regulation of cell projection organization"
GO:0016049	18063	89	26	2	0.0	"cell growth"
GO:0007389	18063	423	26	12	0.0	"pattern specification process"
GO:0051254	18063	120	26	1	0.0	"positive regulation of RNA metabolic process"
GO:0051253	18063	77	26	2	0.0	"negative regulation of RNA metabolic process"
GO:0051252	18063	1224	26	6	0.0	"regulation of RNA metabolic process"
GO:0010001	18063	35	26	3	0.0	"glial cell differentiation"
GO:0046907	18063	256	26	2	0.0	"intracellular transport"
GO:0010002	18063	12	26	1	1.1000011000011E-5	"cardioblast differentiation"
GO:0009996	18063	10	26	1	0.0	"negative regulation of cell fate specification"
GO:0031328	18063	130	26	1	0.0	"positive regulation of cellular biosynthetic process"
GO:0051241	18063	10	26	1	2.000002000002E-6	"negative regulation of multicellular organismal process"
GO:0051239	18063	266	26	7	0.0	"regulation of multicellular organismal process"
GO:0007368	18063	143	26	6	0.0	"determination of left/right symmetry"
GO:0051234	18063	1728	26	4	0.0	"establishment of localization"
GO:0007369	18063	189	26	3	0.0	"gastrulation"
GO:0009987	18063	8847	26	23	0.0	"cellular process"
GO:0016043	18063	1036	26	6	0.0	"cellular component organization"
GO:0042592	18063	218	26	2	0.0	"homeostatic process"
GO:0031253	18063	20	26	1	0.0	"cell projection membrane"
GO:0035987	18063	16	26	1	0.0	"endodermal cell differentiation"
GO:0046914	18063	2153	26	4	0.0	"transition metal ion binding"
GO:0016070	18063	1594	26	6	0.0	"RNA metabolic process"
GO:0010092	18063	4	26	1	2.000002000002E-6	"specification of organ identity"
GO:0051270	18063	35	26	2	0.0	"regulation of cellular component movement"
GO:0051271	18063	10	26	1	0.0	"negative regulation of cellular component movement"
GO:0022610	18063	311	26	2	0.0	"biological adhesion"
GO:0031290	18063	32	26	2	0.0	"retinal ganglion cell axon guidance"
GO:0042574	18063	3	26	1	3.1000031000031E-4	"retinal metabolic process"
GO:0042572	18063	6	26	2	7.4000074000074E-5	"retinol metabolic process"
GO:0042573	18063	9	26	2	0.0	"retinoic acid metabolic process"
GO:0016874	18063	262	26	1	0.0	"ligase activity"
GO:0016101	18063	14	26	3	0.0	"diterpenoid metabolic process"
GO:0022603	18063	116	26	4	0.0	"regulation of anatomical structure morphogenesis"
GO:0022604	18063	40	26	2	0.0	"regulation of cell morphogenesis"
GO:0022607	18063	394	26	2	0.0	"cellular component assembly"
GO:0051301	18063	133	26	1	0.0	"cell division"
GO:0042664	18063	8	26	1	0.0	"negative regulation of endodermal cell fate specification"
GO:0051346	18063	117	26	1	0.0	"negative regulation of hydrolase activity"
GO:0071383	18063	82	26	1	0.0	"cellular response to steroid hormone stimulus"
GO:0001503	18063	31	26	2	0.0	"ossification"
GO:0042663	18063	10	26	1	0.0	"regulation of endodermal cell fate specification"
GO:0001501	18063	157	26	11	0.0	"skeletal system development"
GO:0010171	18063	15	26	1	0.0	"body morphogenesis"
GO:0042659	18063	17	26	1	0.0	"regulation of cell fate specification"
GO:0048916	18063	26	26	1	0.0	"posterior lateral line development"
GO:0071363	18063	49	26	3	0.0	"cellular response to growth factor stimulus"
GO:0048919	18063	12	26	1	0.0	"posterior lateral line neuromast development"
GO:0007275	18063	2116	26	26	0.0	"multicellular organismal development"
GO:0007272	18063	9	26	1	0.0	"ensheathment of neurons"
GO:0048915	18063	33	26	1	0.0	"posterior lateral line system development"
GO:0048925	18063	54	26	1	0.0	"lateral line system development"
GO:0007267	18063	122	26	2	0.0	"cell-cell signaling"
GO:0051336	18063	255	26	1	0.0	"regulation of hydrolase activity"
GO:0048922	18063	1	26	1	0.001069001069001069	"posterior lateral line neuromast deposition"
GO:0007264	18063	432	26	1	0.0	"small GTPase mediated signal transduction"
GO:0001525	18063	141	26	1	0.0	"angiogenesis"
GO:0001523	18063	14	26	3	0.0	"retinoid metabolic process"
GO:0001508	18063	10	26	1	0.0	"regulation of action potential"
GO:0014003	18063	5	26	1	1.000001000001E-6	"oligodendrocyte development"
GO:0007224	18063	30	26	1	0.0	"smoothened signaling pathway"
GO:0003342	18063	4	26	1	6.9000069000069E-5	"proepicardium development"
GO:0003343	18063	4	26	1	7.2000072000072E-5	"septum transversum development"
GO:0044665	18063	7	26	1	0.0	"MLL1/2 complex"
GO:0007219	18063	49	26	1	0.0	"Notch signaling pathway"
GO:0060089	18063	1071	26	1	0.0	"molecular transducer activity"
GO:0014031	18063	73	26	1	0.0	"mesenchymal cell development"
GO:0014033	18063	65	26	2	0.0	"neural crest cell differentiation"
GO:0014032	18063	53	26	1	0.0	"neural crest cell development"
GO:0014037	18063	6	26	1	0.0	"Schwann cell differentiation"
GO:0060070	18063	80	26	1	0.0	"canonical Wnt receptor signaling pathway"
GO:0071310	18063	192	26	4	0.0	"cellular response to organic substance"
GO:0003344	18063	2	26	1	3.63000363000363E-4	"pericardium morphogenesis"
GO:0014044	18063	6	26	1	2.000002000002E-6	"Schwann cell development"
GO:0016757	18063	282	26	3	0.0	"transferase activity, transferring glycosyl groups"
GO:0016758	18063	171	26	3	0.0	"transferase activity, transferring hexosyl groups"
GO:0060059	18063	21	26	1	0.0	"embryonic retina morphogenesis in camera-type eye"
GO:0031410	18063	97	26	1	0.0	"cytoplasmic vesicle"
GO:0042694	18063	4	26	1	0.0	"muscle cell fate specification"
GO:0042693	18063	7	26	2	0.0	"muscle cell fate commitment"
GO:0042692	18063	111	26	4	0.0	"muscle cell differentiation"
GO:0051427	18063	11	26	1	0.0	"hormone receptor binding"
GO:0007178	18063	83	26	2	0.0	"transmembrane receptor protein serine/threonine kinase signaling pathway"
GO:0016740	18063	1798	26	3	0.0	"transferase activity"
GO:0060039	18063	2	26	1	2.84000284000284E-4	"pericardium development"
GO:0060037	18063	15	26	1	0.0	"pharyngeal system development"
GO:0007169	18063	115	26	3	0.0	"transmembrane receptor protein tyrosine kinase signaling pathway"
GO:0060042	18063	55	26	2	0.0	"retina morphogenesis in camera-type eye"
GO:0060041	18063	113	26	2	0.0	"retina development in camera-type eye"
GO:0071339	18063	7	26	1	0.0	"MLL1 complex"
GO:0044425	18063	3233	26	4	0.0	"membrane part"
GO:0044424	18063	4411	26	11	0.0	"intracellular part"
GO:0003824	18063	4948	26	7	0.0	"catalytic activity"
GO:0008134	18063	57	26	1	0.0	"transcription factor binding"
GO:0044428	18063	442	26	3	0.0	"nuclear part"
GO:0044431	18063	153	26	2	0.0	"Golgi apparatus part"
GO:0048318	18063	10	26	1	0.0	"axial mesoderm development"
GO:0044430	18063	338	26	1	0.0	"cytoskeletal part"
GO:0031076	18063	32	26	1	0.0	"embryonic camera-type eye development"
GO:0019001	18063	476	26	1	0.0	"guanyl nucleotide binding"
GO:0044421	18063	265	26	2	0.0	"extracellular region part"
GO:0044420	18063	94	26	1	0.0	"extracellular matrix part"
GO:0044422	18063	1470	26	8	0.0	"organelle part"
GO:0031090	18063	533	26	4	0.0	"organelle membrane"
GO:0044441	18063	19	26	1	0.0	"cilium part"
GO:0044444	18063	1428	26	5	0.0	"cytoplasmic part"
GO:0008150	18063	15185	26	26	0.0	"biological_process"
GO:0042246	18063	61	26	2	0.0	"tissue regeneration"
GO:0044446	18063	1459	26	8	0.0	"intracellular organelle part"
GO:0044432	18063	171	26	3	0.0	"endoplasmic reticulum part"
GO:0044433	18063	33	26	1	0.0	"cytoplasmic vesicle part"
GO:0031099	18063	70	26	2	0.0	"regeneration"
GO:0001649	18063	13	26	2	0.0	"osteoblast differentiation"
GO:0008152	18063	7379	26	12	0.0	"metabolic process"
GO:0001655	18063	100	26	2	0.0	"urogenital system development"
GO:0001654	18063	231	26	4	0.0	"eye development"
GO:0017076	18063	1884	26	1	0.0	"purine nucleotide binding"
GO:0031101	18063	44	26	2	0.0	"fin regeneration"
GO:0044459	18063	450	26	1	0.0	"plasma membrane part"
GO:0034641	18063	2632	26	6	0.0	"cellular nitrogen compound metabolic process"
GO:0044463	18063	60	26	1	0.0	"cell projection part"
GO:0034645	18063	1796	26	8	0.0	"cellular macromolecule biosynthetic process"
GO:0044451	18063	216	26	3	0.0	"nucleoplasm part"
GO:0044464	18063	6809	26	13	0.0	"cell part"
GO:0034613	18063	224	26	1	0.0	"cellular protein localization"
GO:0031012	18063	170	26	1	0.0	"extracellular matrix"
GO:0031018	18063	24	26	1	0.0	"endocrine pancreas development"
GO:0001568	18063	233	26	1	0.0	"blood vessel development"
GO:0031017	18063	23	26	2	0.0	"exocrine pancreas development"
GO:0031016	18063	67	26	4	0.0	"pancreas development"
GO:0042330	18063	94	26	3	0.0	"taxis"
GO:0001569	18063	17	26	1	0.0	"patterning of blood vessels"
GO:0008083	18063	100	26	2	0.0	"growth factor activity"
GO:0017145	18063	3	26	1	4.6000046000046E-4	"stem cell division"
GO:0048341	18063	5	26	1	3.000003000003E-5	"paraxial mesoderm formation"
GO:0048340	18063	5	26	1	3.7000037000037E-5	"paraxial mesoderm morphogenesis"
GO:0048339	18063	9	26	2	0.0	"paraxial mesoderm development"
GO:0008104	18063	411	26	2	0.0	"protein localization"
GO:0005932	18063	19	26	1	0.0	"microtubule basal body"
GO:0048332	18063	48	26	1	0.0	"mesoderm morphogenesis"
GO:0005929	18063	48	26	1	0.0	"cilium"
GO:0005930	18063	11	26	1	0.0	"axoneme"
GO:0001558	18063	45	26	2	0.0	"regulation of cell growth"
GO:0001763	18063	40	26	2	0.0	"morphogenesis of a branching structure"
GO:0003707	18063	82	26	1	0.0	"steroid hormone receptor activity"
GO:0003705	18063	44	26	2	0.0	"RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity"
GO:0008015	18063	94	26	1	0.0	"blood circulation"
GO:0008013	18063	15	26	1	0.0	"beta-catenin binding"
GO:0003708	18063	8	26	1	3.000003000003E-6	"retinoic acid receptor activity"
GO:0042384	18063	49	26	2	0.0	"cilium assembly"
GO:0001775	18063	39	26	1	0.0	"cell activation"
GO:0003700	18063	727	26	5	0.0	"sequence-specific DNA binding transcription factor activity"
GO:0042391	18063	12	26	1	0.0	"regulation of membrane potential"
GO:0003690	18063	59	26	1	0.0	"double-stranded DNA binding"
GO:0006082	18063	259	26	2	0.0	"organic acid metabolic process"
GO:0031227	18063	39	26	2	0.0	"intrinsic to endoplasmic reticulum membrane"
GO:0006081	18063	11	26	1	0.0	"cellular aldehyde metabolic process"
GO:0031224	18063	2950	26	2	0.0	"intrinsic to membrane"
GO:0003682	18063	43	26	2	0.0	"chromatin binding"
GO:0003674	18063	15833	26	19	0.0	"molecular_function"
GO:0003677	18063	1296	26	4	0.0	"DNA binding"
GO:0015629	18063	97	26	1	0.0	"actin cytoskeleton"
GO:0003676	18063	2732	26	5	0.0	"nucleic acid binding"
GO:0016903	18063	28	26	1	0.0	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
GO:0015630	18063	192	26	1	0.0	"microtubule cytoskeleton"
GO:0006139	18063	2549	26	6	0.0	"nucleobase-containing compound metabolic process"
GO:0031175	18063	165	26	3	0.0	"neuron projection development"
GO:0034754	18063	25	26	3	0.0	"cellular hormone metabolic process"
GO:0001754	18063	34	26	1	0.0	"eye photoreceptor cell differentiation"
GO:0044344	18063	29	26	2	0.0	"cellular response to fibroblast growth factor stimulus"
GO:0001755	18063	39	26	1	0.0	"neural crest cell migration"
GO:0001756	18063	87	26	2	0.0	"somitogenesis"
GO:0042461	18063	31	26	1	0.0	"photoreceptor cell development"
GO:0042462	18063	24	26	1	0.0	"eye photoreceptor cell development"
GO:0001711	18063	15	26	1	0.0	"endodermal cell fate commitment"
GO:0001709	18063	9	26	1	0.0	"cell fate determination"
GO:0001708	18063	60	26	2	0.0	"cell fate specification"
GO:0001707	18063	38	26	1	0.0	"mesoderm formation"
GO:0001706	18063	31	26	1	0.0	"endoderm formation"
GO:0001704	18063	63	26	2	0.0	"formation of primary germ layer"
GO:0042445	18063	29	26	3	0.0	"hormone metabolic process"
GO:0001714	18063	12	26	1	0.0	"endodermal cell fate specification"
GO:0006029	18063	17	26	3	0.0	"proteoglycan metabolic process"
GO:0097159	18063	4944	26	7	0.0	"organic cyclic compound binding"
GO:0001667	18063	111	26	1	0.0	"ameboidal cell migration"
GO:0061448	18063	114	26	10	0.0	"connective tissue development"
GO:0034708	18063	16	26	1	0.0	"methyltransferase complex"
GO:0042476	18063	11	26	1	0.0	"odontogenesis"
GO:0048193	18063	28	26	1	0.0	"Golgi vesicle transport"
GO:0042472	18063	95	26	2	0.0	"inner ear morphogenesis"
GO:0042471	18063	102	26	2	0.0	"ear morphogenesis"
GO:0023056	18063	61	26	2	0.0	"positive regulation of signaling"
GO:0048557	18063	5	26	1	0.0	"embryonic digestive tract morphogenesis"
GO:0048546	18063	30	26	3	0.0	"digestive tract morphogenesis"
GO:0048545	18063	88	26	1	0.0	"response to steroid hormone stimulus"
GO:0048568	18063	275	26	4	0.0	"embryonic organ development"
GO:0001888	18063	1	26	1	8.95000895000895E-4	"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"
GO:0048562	18063	191	26	4	0.0	"embryonic organ morphogenesis"
GO:0001889	18063	59	26	1	0.0	"liver development"
GO:0023051	18063	499	26	5	0.0	"regulation of signaling"
GO:0023052	18063	2505	26	10	0.0	"signaling"
GO:0048566	18063	6	26	1	0.0	"embryonic digestive tract development"
GO:0001894	18063	9	26	1	0.0	"tissue homeostasis"
GO:0048565	18063	62	26	4	0.0	"digestive tract development"
GO:0005737	18063	2304	26	7	0.0	"cytoplasm"
GO:0048522	18063	349	26	5	0.0	"positive regulation of cellular process"
GO:0048523	18063	431	26	5	0.0	"negative regulation of cellular process"
GO:0048513	18063	1257	26	16	0.0	"organ development"
GO:0048514	18063	204	26	1	0.0	"blood vessel morphogenesis"
GO:0044212	18063	68	26	1	0.0	"transcription regulatory region DNA binding"
GO:0048518	18063	395	26	5	0.0	"positive regulation of biological process"
GO:0048519	18063	546	26	5	0.0	"negative regulation of biological process"
GO:0019219	18063	1374	26	6	0.0	"regulation of nucleobase-containing compound metabolic process"
GO:0019216	18063	17	26	1	0.0	"regulation of lipid metabolic process"
GO:0019222	18063	1994	26	7	0.0	"regulation of metabolic process"
GO:0019226	18063	97	26	1	0.0	"transmission of nerve impulse"
GO:0070727	18063	225	26	1	0.0	"cellular macromolecule localization"
GO:0051716	18063	2619	26	9	0.0	"cellular response to stimulus"
GO:0048534	18063	177	26	1	0.0	"hemopoietic or lymphoid organ development"
GO:0019228	18063	9	26	1	0.0	"regulation of action potential in neuron"
GO:0044255	18063	217	26	3	0.0	"cellular lipid metabolic process"
GO:0048618	18063	3	26	1	1.21000121000121E-4	"post-embryonic foregut morphogenesis"
GO:0044249	18063	2180	26	8	0.0	"cellular biosynthetic process"
GO:0042063	18063	40	26	3	0.0	"gliogenesis"
GO:0042060	18063	95	26	2	0.0	"wound healing"
GO:0001840	18063	10	26	1	0.0	"neural plate development"
GO:0005634	18063	2051	26	5	0.0	"nucleus"
GO:0044238	18063	5298	26	11	0.0	"primary metabolic process"
GO:0048638	18063	20	26	2	0.0	"regulation of developmental growth"
GO:0001837	18063	24	26	1	0.0	"epithelial to mesenchymal transition"
